FID,sa4_code21,sa4_name21,sa4,week,resp_n_1920,resp_rate_1920,resp_n_1419,resp_rate_1419,asth_n_1920,asth_rate_1920,asth_n_1419,asth_rate_1419,copd_n_1920,copd_rate_1920,copd_n_1419,copd_rate_1419,bre_n_1920,bre_rate_1920,bre_n_1419,bre_rate_1419,hea_n_1920,hea_rate_1920,hea_n_1419,hea_rate_1419,heaa_n_1920,heaa_rate_1920,heaa_n_1419,heaa_rate_1419,cere_n_1920,cere_rate_1920,cere_n_1419,cere_rate_1419,ches_n_1920,ches_rate_1920,ches_n_1419,ches_rate_1419,men_n_1920,men_rate_1920,men_n_1419,men_rate_1419,burn_n_1920,burn_rate_1920,burn_n_1419,burn_rate_1419,deh_n_1920,deh_rate_1920,deh_n_1419,deh_rate_1419
s4_geo.fid--2c346315_187d5bf56ff_59ba,103,Central West,103,2019-09-01T00:00:00,261,122.87441254,329,154.18212891,26,12.24036312,32,14.99643803,14,6.59096479,7,NaN,26,12.24036312,25,11.71596718,53,24.95150948,63,29.52423859,12,5.64939833,16,7.49821901,13,6.12018156,13,6.09230328,103,48.49066925,89,41.70884323,80,37.66265488,65,30.46151543,22,10.35723019,14,6.5609417,NaN,NaN,5,NaN
s4_geo.fid--2c346315_187d5bf56ff_59bb,103,Central West,103,2019-09-08T00:00:00,255,120.04971313,250,117.15966797,26,12.24036312,23,10.77869034,12,5.64939833,6,NaN,20,9.41566372,29,13.59052181,53,24.95150948,64,29.99287605,15,7.06174803,10,4.68638706,NaN,NaN,7,NaN,111,52.25693512,92,43.11476135,71,33.42560577,52,24.3692112,18,8.47409725,11,5.15502548,5,NaN,8,NaN
s4_geo.fid--2c346315_187d5bf56ff_59bc,103,Central West,103,2019-09-15T00:00:00,227,106.86779022,247,115.75376129,19,8.94488049,21,9.84141254,12,5.64939833,NaN,NaN,29,13.65271282,26,12.1846056,56,26.36385918,75,35.14790344,14,6.59096479,24,11.24732876,9,NaN,18,8.43549633,92,43.31205368,105,49.20706177,65,30.60090828,61,28.58696175,14,6.59096479,17,7.96685791,NaN,NaN,7,NaN
s4_geo.fid--2c346315_187d5bf56ff_59bd,103,Central West,103,2019-09-22T00:00:00,262,123.34519958,238,111.53601074,17,8.00331402,23,10.77869034,7,NaN,7,NaN,35,16.47741127,30,14.05916119,54,25.42229271,57,26.71240616,8,NaN,9,NaN,11,5.17861509,17,7.96685791,102,48.01988602,81,37.95973587,69,32.48403931,72,33.74198532,25,11.76957989,25,11.71596718,8,NaN,5,NaN
s4_geo.fid--2c346315_187d5bf56ff_59be,103,Central West,103,2019-09-29T00:00:00,287,135.11477661,270,126.53244781,30,14.12349606,20,9.37277412,11,5.17861509,10,4.68638706,31,14.59427929,39,18.27690887,61,28.71777534,72,33.74198532,15,7.06174803,12,5.62366438,8,NaN,6,NaN,87,40.95813751,91,42.64612198,61,28.71777534,58,27.18104553,11,5.17861509,12,5.62366438,6,NaN,9,NaN
s4_geo.fid--2c346315_187d5bf56ff_59bf,103,Central West,103,2019-10-06T00:00:00,194,91.3319397,232,108.72418213,20,9.41566372,19,8.9041357,7,NaN,16,7.49821901,24,11.29879665,22,10.31005096,63,29.65934181,71,33.27334976,10,4.70783186,11,5.15502548,12,5.64939833,10,4.68638706,91,42.84127045,80,37.4910965,66,31.07169151,56,26.24376678,24,11.29879665,20,9.37277412,7,NaN,6,NaN
s4_geo.fid--2c346315_187d5bf56ff_59c0,103,Central West,103,2019-10-13T00:00:00,181,85.21176147,198,92.79045868,17,8.00331402,14,6.5609417,NaN,NaN,NaN,NaN,19,8.94488049,23,10.77869034,67,31.54247475,62,29.05559921,11,5.17861509,10,4.68638706,7,NaN,10,4.68638706,100,47.07831955,83,38.8970108,62,29.18855858,63,29.52423859,19,8.94488049,12,5.62366438,6,NaN,8,NaN
s4_geo.fid--2c346315_187d5bf56ff_59c1,103,Central West,103,2019-10-20T00:00:00,184,86.62410736,193,90.44726562,29,13.65271282,15,7.02958059,NaN,NaN,NaN,NaN,18,8.47409725,38,17.80827141,72,33.89638901,64,29.99287605,11,5.17861509,17,7.96685791,9,NaN,6,NaN,96,45.19518661,91,42.64612198,79,37.19187164,63,29.52423859,11,5.17861509,14,6.5609417,7,NaN,12,5.62366438
s4_geo.fid--2c346315_187d5bf56ff_59c2,103,Central West,103,2019-10-27T00:00:00,180,84.74097443,202,94.66501617,24,11.29879665,15,7.02958059,5,NaN,NaN,NaN,25,11.76957989,21,9.84141254,61,28.71777534,66,30.9301548,8,NaN,19,8.9041357,NaN,NaN,11,5.15502548,78,36.72108841,96,44.98931503,73,34.36717224,68,31.86743164,18,8.47409725,17,7.96685791,NaN,NaN,5,NaN
s4_geo.fid--2c346315_187d5bf56ff_59c3,103,Central West,103,2019-11-03T00:00:00,209,98.39368439,188,88.10407257,37,17.41897774,19,8.9041357,12,5.64939833,NaN,NaN,22,10.35723019,27,12.65324497,58,27.30542564,58,27.18104553,15,7.06174803,8,NaN,8,NaN,10,4.68638706,81,38.13343811,78,36.55381775,75,35.30873871,58,27.18104553,27,12.71114635,19,8.9041357,9,NaN,8,NaN
s4_geo.fid--2c346315_187d5bf56ff_59c4,103,Central West,103,2019-11-10T00:00:00,177,83.32862854,191,89.50999451,24,11.29879665,24,11.24732876,14,6.59096479,10,4.68638706,29,13.65271282,23,10.77869034,61,28.71777534,50,23.43193436,12,5.64939833,5,NaN,11,5.17861509,14,6.5609417,115,54.14006805,114,53.42481232,80,37.66265488,62,29.05559921,25,11.76957989,24,11.24732876,10,4.70783186,10,4.68638706
s4_geo.fid--2c346315_187d5bf56ff_59c5,103,Central West,103,2019-11-17T00:00:00,162,76.26687622,174,81.5431366,25,11.76957989,21,9.84141254,NaN,NaN,10,4.68638706,21,9.88644695,32,14.99643803,57,26.83464241,71,33.27334976,9,NaN,8,NaN,7,NaN,7,NaN,76,35.77952194,107,50.14434052,76,35.77952194,55,25.77512741,14,6.59096479,21,9.84141254,6,NaN,13,6.09230328
s4_geo.fid--2c346315_187d5bf56ff_59c6,103,Central West,103,2019-11-24T00:00:00,159,74.85453033,180,84.35496521,21,9.88644695,22,10.31005096,NaN,NaN,13,6.09230328,25,11.76957989,28,13.12188435,69,32.48403931,61,28.58696175,11,5.17861509,12,5.62366438,14,6.59096479,9,NaN,92,43.31205368,101,47.33250809,75,35.30873871,65,30.46151543,20,9.41566372,15,7.02958059,9,NaN,5,NaN
s4_geo.fid--2c346315_187d5bf56ff_59c7,103,Central West,103,2019-12-01T00:00:00,152,71.55904388,161,75.45082855,23,10.82801342,21,9.84141254,5,NaN,6,NaN,18,8.47409725,28,13.12188435,59,27.77620888,54,25.30648994,10,4.70783186,8,NaN,16,7.53253126,NaN,NaN,91,42.84127045,95,44.52067566,63,29.65934181,54,25.30648994,14,6.59096479,17,7.96685791,9,NaN,6,NaN
s4_geo.fid--2c346315_187d5bf56ff_59c8,103,Central West,103,2019-12-08T00:00:00,159,74.85453033,179,83.88632965,16,7.53253126,32,14.99643803,NaN,NaN,11,5.15502548,14,6.59096479,26,12.1846056,48,22.59759331,53,24.83785057,11,5.17861509,11,5.15502548,9,NaN,13,6.09230328,97,45.66596985,107,50.14434052,77,36.25030518,64,29.99287605,20,9.41566372,15,7.02958059,11,5.17861509,9,NaN
s4_geo.fid--2c346315_187d5bf56ff_59c9,103,Central West,103,2019-12-15T00:00:00,166,78.15000916,208,97.47685242,21,9.88644695,44,20.62010384,7,NaN,11,5.15502548,19,8.94488049,42,19.68282509,59,27.77620888,60,28.11832237,11,5.17861509,14,6.5609417,6,NaN,6,NaN,77,36.25030518,85,39.83428955,88,41.42892075,73,34.21062469,23,10.82801342,23,10.77869034,15,7.06174803,25,11.71596718
s4_geo.fid--2c346315_187d5bf56ff_59ca,103,Central West,103,2019-12-22T00:00:00,229,107.80934906,237,111.06736755,20,9.41566372,32,14.99643803,10,4.70783186,8,NaN,21,9.88644695,28,13.12188435,52,24.48072624,42,19.68282509,11,5.17861509,10,4.68638706,10,4.70783186,16,7.49821901,79,37.19187164,64,29.99287605,69,32.48403931,69,32.33607101,35,16.47741127,23,10.77869034,11,5.17861509,12,5.62366438
s4_geo.fid--2c346315_187d5bf56ff_59cb,103,Central West,103,2019-12-29T00:00:00,185,87.09489441,175,82.01177216,10,4.70783186,21,9.84141254,12,5.64939833,10,4.68638706,24,11.29879665,38,17.80827141,52,24.48072624,51,23.90057373,9,NaN,13,6.09230328,NaN,NaN,9,NaN,80,37.66265488,83,38.8970108,87,40.95813751,75,35.14790344,31,14.59427929,31,14.52779961,12,5.64939833,14,6.5609417
s4_geo.fid--2c346315_187d5bf56ff_59cc,103,Central West,103,2020-01-05T00:00:00,148,69.67591095,160,74.98219299,20,9.41566372,15,7.02958059,6,NaN,14,6.5609417,22,10.35723019,25,11.71596718,68,32.01325607,44,20.62010384,21,9.88644695,11,5.15502548,10,4.70783186,8,NaN,79,37.19187164,87,40.7715683,77,36.25030518,67,31.39879227,16,7.53253126,23,10.77869034,8,NaN,15,7.02958059
s4_geo.fid--2c346315_187d5bf56ff_59cd,103,Central West,103,2020-01-12T00:00:00,104,48.96145248,111,52.0188942,7,NaN,12,5.62366438,NaN,NaN,NaN,NaN,18,8.47409725,16,7.49821901,46,21.65602684,56,26.24376678,10,4.70783186,6,NaN,15,7.06174803,14,6.5609417,109,51.31536865,95,44.52067566,82,38.60422134,69,32.33607101,10,4.70783186,17,7.96685791,23,10.82801342,11,5.15502548
s4_geo.fid--2c346315_187d5bf56ff_59ce,103,Central West,103,2020-01-19T00:00:00,126,59.31868362,141,66.07805634,13,6.12018156,16,7.49821901,6,NaN,9,NaN,22,10.35723019,17,7.96685791,50,23.53915977,55,25.77512741,10,4.70783186,8,NaN,15,7.06174803,17,7.96685791,101,47.54910278,87,40.7715683,89,41.89970398,66,30.9301548,26,12.24036312,21,9.84141254,23,10.82801342,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_59cf,103,Central West,103,2020-01-26T00:00:00,143,67.3219986,156,73.1076355,19,8.94488049,12,5.62366438,5,NaN,NaN,NaN,15,7.06174803,24,11.24732876,54,25.42229271,64,29.99287605,6,NaN,8,NaN,10,4.70783186,13,6.09230328,88,41.42892075,103,48.26978683,97,45.66596985,87,40.7715683,29,13.65271282,21,9.84141254,15,7.06174803,18,8.43549633
s4_geo.fid--2c346315_187d5bf56ff_59d0,103,Central West,103,2020-02-02T00:00:00,126,59.31868362,165,77.32538605,10,4.70783186,19,8.9041357,8,NaN,11,5.15502548,21,9.88644695,8,NaN,56,26.36385918,65,30.46151543,7,NaN,16,7.49821901,6,NaN,10,4.68638706,76,35.77952194,93,43.58340073,87,40.95813751,48,22.49465752,25,11.76957989,18,8.43549633,10,4.70783186,8,NaN
s4_geo.fid--2c346315_187d5bf56ff_59d1,103,Central West,103,2020-02-09T00:00:00,160,75.32530975,141,66.07805634,24,11.29879665,15,7.02958059,6,NaN,6,NaN,32,15.06506157,21,9.84141254,54,25.42229271,55,25.77512741,9,NaN,15,7.02958059,10,4.70783186,12,5.62366438,91,42.84127045,107,50.14434052,84,39.54578781,72,33.74198532,18,8.47409725,16,7.49821901,7,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_59d2,103,Central West,103,2020-02-16T00:00:00,198,93.21507263,157,73.57627869,38,17.88976097,17,7.96685791,NaN,NaN,5,NaN,19,8.94488049,24,11.24732876,53,24.95150948,55,25.77512741,12,5.64939833,7,NaN,7,NaN,8,NaN,104,48.96145248,96,44.98931503,79,37.19187164,82,38.42837143,16,7.53253126,13,6.09230328,10,4.70783186,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_59d3,103,Central West,103,2020-02-23T00:00:00,168,79.09157562,160,74.98219299,19,8.94488049,17,7.96685791,5,NaN,5,NaN,21,9.88644695,22,10.31005096,42,19.77289391,55,25.77512741,9,NaN,13,6.09230328,NaN,NaN,5,NaN,114,53.66928482,102,47.80114746,85,40.01657104,64,29.99287605,15,7.06174803,22,10.31005096,7,NaN,10,4.68638706
s4_geo.fid--2c346315_187d5bf56ff_59d4,104,Coffs Harbour - Grafton,104,2019-09-01T00:00:00,189,133.96464539,167,117.61723328,9,NaN,15,10.56442165,NaN,NaN,11,7.74724293,11,7.79688406,19,13.38160133,46,32.60515213,33,23.24172783,13,9.21449947,6,NaN,5,NaN,NaN,NaN,58,41.11084366,51,35.91903305,35,24.80826759,35,24.65031815,8,NaN,15,10.56442165,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_59d5,104,Coffs Harbour - Grafton,104,2019-09-08T00:00:00,175,124.04134369,170,119.73011017,8,NaN,13,9.15583229,5,NaN,5,NaN,14,9.92330742,19,13.38160133,41,29.06111336,31,21.83313751,11,7.79688406,NaN,NaN,6,NaN,6,NaN,66,46.78130341,74,52.11781311,50,35.4403801,31,21.83313751,10,7.08807659,5,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_59d6,104,Coffs Harbour - Grafton,104,2019-09-15T00:00:00,136,96.39784241,163,114.80004883,8,NaN,12,8.45153713,8,NaN,5,NaN,11,7.79688406,11,7.74724293,40,28.35230637,33,23.24172783,9,NaN,8,NaN,8,NaN,15,10.56442165,69,48.90772629,61,42.96198273,42,29.76992035,56,39.4405098,13,9.21449947,10,7.04294777,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_59d7,104,Coffs Harbour - Grafton,104,2019-09-22T00:00:00,148,104.90352631,155,109.16568756,10,7.08807659,11,7.74724293,5,NaN,8,NaN,13,9.21449947,17,11.97301102,43,30.47872925,35,24.65031815,5,NaN,NaN,NaN,11,7.79688406,5,NaN,54,38.27561188,64,45.07486725,36,25.51707458,41,28.87608528,7,NaN,13,9.15583229,NaN,NaN,6,NaN
s4_geo.fid--2c346315_187d5bf56ff_59d8,104,Coffs Harbour - Grafton,104,2019-09-29T00:00:00,177,125.45894623,160,112.68717194,16,11.34092236,13,9.15583229,6,NaN,17,11.97301102,10,7.08807659,NaN,NaN,44,31.18753624,30,21.12884331,7,NaN,8,NaN,8,NaN,NaN,NaN,47,33.31395721,46,32.39756012,40,28.35230637,39,27.46749687,18,12.75853825,6,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_59d9,104,Coffs Harbour - Grafton,104,2019-10-06T00:00:00,167,118.37088013,158,111.27857971,12,8.50569153,20,14.08589554,9,NaN,NaN,NaN,6,NaN,10,7.04294777,51,36.149189,40,28.17179108,8,NaN,7,NaN,8,NaN,NaN,NaN,58,41.11084366,66,46.48345566,41,29.06111336,38,26.76320267,19,13.46734524,13,9.15583229,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_59da,104,Coffs Harbour - Grafton,104,2019-10-13T00:00:00,152,107.7387619,116,81.69819641,17,12.0497303,6,NaN,NaN,NaN,5,NaN,17,12.0497303,12,8.45153713,51,36.149189,43,30.2846756,13,9.21449947,11,7.74724293,10,7.08807659,9,NaN,71,50.32534409,73,51.41352081,34,24.0994606,39,27.46749687,15,10.63211536,10,7.04294777,NaN,NaN,6,NaN
s4_geo.fid--2c346315_187d5bf56ff_59db,104,Coffs Harbour - Grafton,104,2019-10-20T00:00:00,140,99.23307037,126,88.74114227,15,10.63211536,10,7.04294777,NaN,NaN,7,NaN,14,9.92330742,8,NaN,27,19.13780594,35,24.65031815,7,NaN,10,7.04294777,9,NaN,8,NaN,44,31.18753624,58,40.84909821,48,34.02276611,26,18.31166458,18,12.75853825,9,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_59dc,104,Coffs Harbour - Grafton,104,2019-10-27T00:00:00,151,107.029953,131,92.26261902,21,14.88496113,11,7.74724293,7,NaN,7,NaN,11,7.79688406,NaN,NaN,35,24.80826759,35,24.65031815,7,NaN,8,NaN,8,NaN,6,NaN,36,25.51707458,60,42.25768661,37,26.22588348,44,30.98897171,16,11.34092236,14,9.86012745,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_59dd,104,Coffs Harbour - Grafton,104,2019-11-03T00:00:00,178,126.16776276,143,100.71414948,23,16.30257607,19,13.38160133,9,NaN,12,8.45153713,12,8.50569153,14,9.86012745,45,31.89634323,36,25.35461235,10,7.08807659,7,NaN,9,NaN,8,NaN,61,43.23726654,39,27.46749687,43,30.47872925,38,26.76320267,6,NaN,12,8.45153713,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_59de,104,Coffs Harbour - Grafton,104,2019-11-10T00:00:00,129,91.43618774,155,109.16568756,15,10.63211536,26,18.31166458,NaN,NaN,17,11.97301102,22,15.59376812,19,13.38160133,44,31.18753624,39,27.46749687,7,NaN,9,NaN,NaN,NaN,7,NaN,56,39.69322968,53,37.32762527,34,24.0994606,34,23.94602394,9,NaN,9,NaN,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_59df,104,Coffs Harbour - Grafton,104,2019-11-17T00:00:00,118,83.63930511,127,89.44543457,10,7.08807659,27,19.01595879,13,9.21449947,7,NaN,16,11.34092236,19,13.38160133,40,28.35230637,27,19.01595879,11,7.79688406,5,NaN,8,NaN,NaN,NaN,54,38.27561188,58,40.84909821,28,19.84661484,30,21.12884331,17,12.0497303,5,NaN,5,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_59e0,104,Coffs Harbour - Grafton,104,2019-11-24T00:00:00,116,82.22168732,114,80.28960419,12,8.50569153,17,11.97301102,NaN,NaN,NaN,NaN,10,7.08807659,13,9.15583229,40,28.35230637,33,23.24172783,7,NaN,5,NaN,5,NaN,10,7.04294777,53,37.56680679,49,34.51044464,42,29.76992035,40,28.17179108,8,NaN,15,10.56442165,NaN,NaN,10,7.04294777
s4_geo.fid--2c346315_187d5bf56ff_59e1,104,Coffs Harbour - Grafton,104,2019-12-01T00:00:00,115,81.51287842,146,102.82704163,10,7.08807659,15,10.56442165,NaN,NaN,17,11.97301102,10,7.08807659,7,NaN,33,23.3906517,32,22.53743362,9,NaN,NaN,NaN,9,NaN,6,NaN,66,46.78130341,40,28.17179108,38,26.93469048,46,32.39756012,12,8.50569153,10,7.04294777,5,NaN,8,NaN
s4_geo.fid--2c346315_187d5bf56ff_59e2,104,Coffs Harbour - Grafton,104,2019-12-08T00:00:00,121,85.76572418,95,66.90800476,13,9.21449947,NaN,NaN,NaN,NaN,5,NaN,14,9.92330742,15,10.56442165,37,26.22588348,39,27.46749687,10,7.08807659,10,7.04294777,9,NaN,6,NaN,66,46.78130341,47,33.10185623,38,26.93469048,40,28.17179108,12,8.50569153,10,7.04294777,NaN,NaN,6,NaN
s4_geo.fid--2c346315_187d5bf56ff_59e3,104,Coffs Harbour - Grafton,104,2019-12-15T00:00:00,105,74.42480469,127,89.44543457,8,NaN,8,NaN,7,NaN,9,NaN,12,8.50569153,12,8.45153713,31,21.97303772,44,30.98897171,7,NaN,10,7.04294777,8,NaN,6,NaN,48,34.02276611,45,31.69326591,54,38.27561188,35,24.65031815,10,7.08807659,12,8.45153713,NaN,NaN,6,NaN
s4_geo.fid--2c346315_187d5bf56ff_59e4,104,Coffs Harbour - Grafton,104,2019-12-22T00:00:00,150,106.32115173,122,85.92396545,10,7.08807659,6,NaN,8,NaN,8,NaN,13,9.21449947,8,NaN,36,25.51707458,33,23.24172783,9,NaN,7,NaN,8,NaN,10,7.04294777,49,34.73157501,75,52.82210922,45,31.89634323,42,29.58038139,20,14.17615318,18,12.67730618,5,NaN,6,NaN
s4_geo.fid--2c346315_187d5bf56ff_59e5,104,Coffs Harbour - Grafton,104,2019-12-29T00:00:00,109,77.26003265,137,96.48838806,6,NaN,9,NaN,7,NaN,9,NaN,11,7.79688406,5,NaN,33,23.3906517,32,22.53743362,8,NaN,5,NaN,5,NaN,5,NaN,59,41.81965256,49,34.51044464,56,39.69322968,56,39.4405098,22,15.59376812,11,7.74724293,8,NaN,9,NaN
s4_geo.fid--2c346315_187d5bf56ff_59e6,104,Coffs Harbour - Grafton,104,2020-01-05T00:00:00,123,87.18334198,138,97.19268036,8,NaN,19,13.38160133,10,7.08807659,5,NaN,8,NaN,11,7.74724293,33,23.3906517,46,32.39756012,8,NaN,19,13.38160133,9,NaN,10,7.04294777,54,38.27561188,52,36.62332916,43,30.47872925,40,28.17179108,8,NaN,15,10.56442165,NaN,NaN,9,NaN
s4_geo.fid--2c346315_187d5bf56ff_59e7,104,Coffs Harbour - Grafton,104,2020-01-12T00:00:00,75,53.16057205,102,71.8380661,NaN,NaN,7,NaN,NaN,NaN,7,NaN,10,7.08807659,10,7.04294777,35,24.80826759,40,28.17179108,NaN,NaN,7,NaN,9,NaN,10,7.04294777,48,34.02276611,56,39.4405098,25,17.72019005,36,25.35461235,27,19.13780594,10,7.04294777,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_59e8,104,Coffs Harbour - Grafton,104,2020-01-19T00:00:00,69,48.90772629,110,77.47242737,7,NaN,NaN,NaN,6,NaN,6,NaN,5,NaN,13,9.15583229,40,28.35230637,48,33.80614853,8,NaN,10,7.04294777,8,NaN,9,NaN,54,38.27561188,52,36.62332916,44,31.18753624,46,32.39756012,14,9.92330742,16,11.26871681,NaN,NaN,6,NaN
s4_geo.fid--2c346315_187d5bf56ff_59e9,104,Coffs Harbour - Grafton,104,2020-01-26T00:00:00,88,62.37507248,112,78.88101959,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,NaN,12,8.45153713,46,32.60515213,34,23.94602394,13,9.21449947,8,NaN,5,NaN,NaN,NaN,60,42.52845764,61,42.96198273,41,29.06111336,45,31.69326591,13,9.21449947,22,15.4944849,NaN,NaN,7,NaN
s4_geo.fid--2c346315_187d5bf56ff_59ea,104,Coffs Harbour - Grafton,104,2020-02-02T00:00:00,88,62.37507248,94,66.20371246,NaN,NaN,11,7.74724293,NaN,NaN,5,NaN,10,7.08807659,8,NaN,36,25.51707458,39,27.46749687,NaN,NaN,6,NaN,8,NaN,NaN,NaN,55,38.98442078,68,47.89204788,41,29.06111336,45,31.69326591,17,12.0497303,10,7.04294777,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_59eb,104,Coffs Harbour - Grafton,104,2020-02-09T00:00:00,88,62.37507248,116,81.69819641,NaN,NaN,9,NaN,7,NaN,5,NaN,NaN,NaN,14,9.86012745,37,26.22588348,42,29.58038139,11,7.79688406,8,NaN,7,NaN,8,NaN,51,36.149189,55,38.73621368,47,33.31395721,52,36.62332916,8,NaN,5,NaN,NaN,NaN,5,NaN
s4_geo.fid--2c346315_187d5bf56ff_59ec,104,Coffs Harbour - Grafton,104,2020-02-16T00:00:00,123,87.18334198,149,104.93991852,15,10.63211536,9,NaN,6,NaN,5,NaN,8,NaN,15,10.56442165,31,21.97303772,45,31.69326591,9,NaN,11,7.74724293,6,NaN,5,NaN,63,44.65488052,49,34.51044464,42,29.76992035,47,33.10185623,19,13.46734524,8,NaN,NaN,NaN,6,NaN
s4_geo.fid--2c346315_187d5bf56ff_59ed,104,Coffs Harbour - Grafton,104,2020-02-23T00:00:00,101,71.58956909,157,110.57427979,9,NaN,5,NaN,NaN,NaN,7,NaN,9,NaN,NaN,NaN,34,24.0994606,40,28.17179108,7,NaN,8,NaN,6,NaN,10,7.04294777,57,40.40203476,68,47.89204788,47,33.31395721,41,28.87608528,11,7.79688406,10,7.04294777,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_59ee,105,Far West and Orana,105,2019-09-01T00:00:00,192,163.85049438,199,170.14073181,9,NaN,22,18.80952835,NaN,NaN,NaN,NaN,20,17.06775856,24,20.51948547,35,29.86857796,44,37.6190567,6,NaN,7,NaN,8,NaN,11,9.40476418,71,60.59054565,69,58.99351883,46,39.25584412,40,34.19914246,16,13.65420723,11,9.40476418,NaN,NaN,10,8.54978561
s4_geo.fid--2c346315_187d5bf56ff_59ef,105,Far West and Orana,105,2019-09-08T00:00:00,161,137.39546204,199,170.14073181,26,22.18808746,19,16.24459267,6,NaN,6,NaN,22,18.77453423,31,26.5043354,36,30.72196579,36,30.7792263,11,9.38726711,9,NaN,7,NaN,NaN,NaN,60,51.20327759,67,57.28356171,51,43.52278519,40,34.19914246,23,19.62792206,7,NaN,6,NaN,7,NaN
s4_geo.fid--2c346315_187d5bf56ff_59f0,105,Far West and Orana,105,2019-09-15T00:00:00,173,147.63612366,215,183.82038879,17,14.50759506,18,15.38961411,7,NaN,5,NaN,18,15.36098289,29,24.79437828,34,29.01519012,52,44.45888519,5,NaN,16,13.67965698,7,NaN,NaN,NaN,49,41.81600952,75,64.1233902,64,54.61682892,47,40.18399048,12,10.24065495,13,11.1147213,NaN,NaN,8,NaN
s4_geo.fid--2c346315_187d5bf56ff_59f1,105,Far West and Orana,105,2019-09-22T00:00:00,169,144.2225647,193,165.01086426,19,16.21437073,24,20.51948547,8,NaN,11,9.40476418,24,20.4813118,22,18.80952835,39,33.2821312,35,29.92424965,9,NaN,6,NaN,5,NaN,5,NaN,56,47.78972626,67,57.28356171,46,39.25584412,45,38.47403336,13,11.09404278,11,9.40476418,6,NaN,6,NaN
s4_geo.fid--2c346315_187d5bf56ff_59f2,105,Far West and Orana,105,2019-09-29T00:00:00,175,149.34289551,160,136.79656982,15,12.8008194,14,11.96969986,8,NaN,8,NaN,17,14.50759506,34,29.06926918,28,23.89486313,33,28.21429253,7,NaN,6,NaN,NaN,NaN,6,NaN,50,42.66939926,50,42.74892807,24,20.4813118,45,38.47403336,12,10.24065495,12,10.25974178,6,NaN,9,NaN
s4_geo.fid--2c346315_187d5bf56ff_59f3,105,Far West and Orana,105,2019-10-06T00:00:00,168,143.3691864,172,147.05630493,15,12.8008194,13,11.1147213,13,11.09404278,7,NaN,13,11.09404278,30,25.64935684,37,31.57535362,43,36.76407623,8,NaN,14,11.96969986,NaN,NaN,6,NaN,56,47.78972626,64,54.71862793,38,32.42874146,57,48.73377609,15,12.8008194,21,17.95454979,11,9.38726711,5,NaN
s4_geo.fid--2c346315_187d5bf56ff_59f4,105,Far West and Orana,105,2019-10-13T00:00:00,134,114.35398865,136,116.27707672,18,15.36098289,12,10.25974178,8,NaN,5,NaN,22,18.77453423,25,21.37446404,44,37.54906845,41,35.05411911,9,NaN,13,11.1147213,11,9.38726711,6,NaN,73,62.29732132,75,64.1233902,64,54.61682892,46,39.32901382,15,12.8008194,5,NaN,NaN,NaN,6,NaN
s4_geo.fid--2c346315_187d5bf56ff_59f5,105,Far West and Orana,105,2019-10-20T00:00:00,130,110.94042969,126,107.72730255,19,16.21437073,13,11.1147213,8,NaN,5,NaN,23,19.62792206,23,19.66450691,32,27.30841446,38,32.48918533,8,NaN,6,NaN,7,NaN,NaN,NaN,64,54.61682892,47,40.18399048,47,40.10923386,58,49.58875656,7,NaN,11,9.40476418,6,NaN,13,11.1147213
s4_geo.fid--2c346315_187d5bf56ff_59f6,105,Far West and Orana,105,2019-10-27T00:00:00,134,114.35398865,173,147.9112854,17,14.50759506,22,18.80952835,NaN,NaN,5,NaN,23,19.62792206,17,14.53463459,44,37.54906845,39,33.34416199,9,NaN,8,NaN,NaN,NaN,8,NaN,61,52.05666351,66,56.42858505,75,64.00409698,38,32.48918533,12,10.24065495,14,11.96969986,NaN,NaN,NaN,NaN
s4_geo.fid--2c346315_187d5bf56ff_59f7,105,Far West and Orana,105,2019-11-03T00:00:00,129,110.08705139,139,118.84201813,17,14.50759506,20,17.09957123,NaN,NaN,NaN,NaN,13,11.09404278,24,20.51948547,31,26.45502663,31,26.5043354,NaN,NaN,14,11.96969986,NaN,NaN,5,NaN,66,56.32360458,62,53.00867081,58,49.49650192,37,31.63420677,17,14.50759506,7,NaN,5,NaN,NaN,NaN
